Score,Serve Team,Set Score,Game Score
21-12,WASH,20,Opponent1
22-12,WASH,20,Opponent1
22-13,WASH,20,Opponent1
23-13,UCLA,20,Opponent1
23-14,WASH,20,Opponent1
23-15,UCLA,20,Opponent1
24-15,UCLA,20,Opponent1
25-15,WASH,20,Opponent1
1-0,WASH,0,Opponent2
1-1,CAL,0,Opponent2
1-2,WASH,0,Opponent2
2-2,WASH,0,Opponent2
2-3,CAL,0,Opponent2
3-3,WASH,0,Opponent2
3-4,CAL,0,Opponent2
4-4,WASH,0,Opponent2
5-4,CAL,0,Opponent2
5-5,CAL,0,Opponent2
6-5,WASH,0,Opponent2
6-6,CAL,0,Opponent2
7-6,WASH,0,Opponent2
8-6,CAL,0,Opponent2
8-7,CAL,0,Opponent2
9-7,WASH,0,Opponent2
9-8,CAL,0,Opponent2
10-8,WASH,0,Opponent2
11-8,CAL,0,Opponent2
11-9,CAL,0,Opponent2
12-9,WASH,0,Opponent2
12-10,CAL,0,Opponent2
12-11,WASH,0,Opponent2
13-11,WASH,0,Opponent2
14-11,CAL,0,Opponent2
15-11,CAL,0,Opponent2
16-11,CAL,0,Opponent2
16-12,CAL,0,Opponent2
16-13,WASH,0,Opponent2
16-14,WASH,0,Opponent2
17-14,WASH,0,Opponent2
18-14,CAL,0,Opponent2
18-15,CAL,0,Opponent2
18-16,WASH,0,Opponent2
19-16,WASH,0,Opponent2
20-16,CAL,0,Opponent2
20-17,CAL,0,Opponent2
20-18,WASH,0,Opponent2
20-19,WASH,0,Opponent2
21-19,WASH,0,Opponent2
21-20,CAL,0,Opponent2
21-21,WASH,0,Opponent2
22-21,WASH,0,Opponent2
23-21,CAL,0,Opponent2
23-22,CAL,0,Opponent2
23-23,WASH,0,Opponent2
24-23,WASH,0,Opponent2
24-24,CAL,0,Opponent2
24-25,WASH,0,Opponent2
24-26,WASH,0,Opponent2
1-0,CAL,1,Opponent2
1-1,CAL,1,Opponent2
1-2,WASH,1,Opponent2
2-2,WASH,1,Opponent2
3-2,CAL,1,Opponent2
4-2,CAL,1,Opponent2
4-3,CAL,1,Opponent2
5-3,WASH,1,Opponent2
5-4,CAL,1,Opponent2
6-4,WASH,1,Opponent2
6-5,CAL,1,Opponent2
6-6,WASH,1,Opponent2
6-7,WASH,1,Opponent2
7-7,WASH,1,Opponent2
8-7,CAL,1,Opponent2
9-7,CAL,1,Opponent2
9-8,CAL,1,Opponent2
9-9,WASH,1,Opponent2
9-10,WASH,1,Opponent2
10-10,WASH,1,Opponent2
11-10,CAL,1,Opponent2
11-11,CAL,1,Opponent2
12-11,WASH,1,Opponent2
12-12,CAL,1,Opponent2
13-12,WASH,1,Opponent2
13-13,CAL,1,Opponent2
14-13,WASH,1,Opponent2
14-14,CAL,1,Opponent2
14-15,WASH,1,Opponent2
14-16,WASH,1,Opponent2
15-16,WASH,1,Opponent2
15-17,CAL,1,Opponent2
16-17,WASH,1,Opponent2
16-18,CAL,1,Opponent2
16-19,WASH,1,Opponent2
16-20,WASH,1,Opponent2
16-21,WASH,1,Opponent2
16-22,WASH,1,Opponent2
17-22,WASH,1,Opponent2
17-23,CAL,1,Opponent2
17-24,WASH,1,Opponent2
17-25,WASH,1,Opponent2
0-1,WASH,2,Opponent2
1-1,WASH,2,Opponent2
1-2,CAL,2,Opponent2
1-3,WASH,2,Opponent2
2-3,WASH,2,Opponent2
3-3,CAL,2,Opponent2
3-4,CAL,2,Opponent2
3-5,WASH,2,Opponent2
4-5,WASH,2,Opponent2
5-5,CAL,2,Opponent2
5-6,CAL,2,Opponent2
6-6,WASH,2,Opponent2
7-6,CAL,2,Opponent2
8-6,CAL,2,Opponent2
8-7,CAL,2,Opponent2
8-8,WASH,2,Opponent2
8-9,WASH,2,Opponent2
8-10,WASH,2,Opponent2
9-10,WASH,2,Opponent2
9-11,CAL,2,Opponent2
10-11,WASH,2,Opponent2
10-12,CAL,2,Opponent2
10-13,WASH,2,Opponent2
11-13,WASH,2,Opponent2
12-13,CAL,2,Opponent2
13-13,CAL,2,Opponent2
14-13,CAL,2,Opponent2
14-14,CAL,2,Opponent2
15-14,WASH,2,Opponent2
15-15,CAL,2,Opponent2
16-15,WASH,2,Opponent2
17-15,CAL,2,Opponent2
18-15,CAL,2,Opponent2
18-16,CAL,2,Opponent2
19-16,WASH,2,Opponent2
19-17,CAL,2,Opponent2
19-18,WASH,2,Opponent2
20-18,WASH,2,Opponent2
20-19,CAL,2,Opponent2
21-19,WASH,2,Opponent2
21-20,CAL,2,Opponent2
21-21,WASH,2,Opponent2
22-21,WASH,2,Opponent2
22-22,CAL,2,Opponent2
23-22,WASH,2,Opponent2
23-23,CAL,2,Opponent2
24-23,WASH,2,Opponent2
25-23,CAL,2,Opponent2
0-1,CAL,12,Opponent2
0-2,WASH,12,Opponent2
0-3,WASH,12,Opponent2
0-4,WASH,12,Opponent2
0-5,WASH,12,Opponent2
1-5,WASH,12,Opponent2
2-5,CAL,12,Opponent2
3-5,CAL,12,Opponent2
3-6,CAL,12,Opponent2
4-6,WASH,12,Opponent2
4-7,CAL,12,Opponent2
5-7,WASH,12,Opponent2
6-7,CAL,12,Opponent2
6-8,CAL,12,Opponent2
7-8,WASH,12,Opponent2
8-8,CAL,12,Opponent2
8-9,CAL,12,Opponent2
9-9,WASH,12,Opponent2
9-10,CAL,12,Opponent2
10-10,WASH,12,Opponent2
11-10,CAL,12,Opponent2
11-11,CAL,12,Opponent2
11-12,WASH,12,Opponent2
11-13,WASH,12,Opponent2
12-13,WASH,12,Opponent2
13-13,CAL,12,Opponent2
13-14,CAL,12,Opponent2
14-14,WASH,12,Opponent2
14-15,CAL,12,Opponent2
15-15,WASH,12,Opponent2
15-16,CAL,12,Opponent2
16-16,WASH,12,Opponent2
16-17,CAL,12,Opponent2
16-18,WASH,12,Opponent2
17-18,WASH,12,Opponent2
17-19,CAL,12,Opponent2
17-20,WASH,12,Opponent2
18-20,WASH,12,Opponent2
18-21,CAL,12,Opponent2
19-21,WASH,12,Opponent2
19-22,CAL,12,Opponent2
20-22,WASH,12,Opponent2
20-23,CAL,12,Opponent2
20-24,WASH,12,Opponent2
21-24,WASH,12,Opponent2
21-25,CAL,12,Opponent2
1-0,WASH,0,Opponent1
2-0,STAN,0,Opponent1
2-1,STAN,0,Opponent1
3-1,WASH,0,Opponent1
4-1,STAN,0,Opponent1
5-1,STAN,0,Opponent1
6-1,STAN,0,Opponent1
7-1,STAN,0,Opponent1
8-1,STAN,0,Opponent1
9-1,STAN,0,Opponent1
9-2,STAN,0,Opponent1
10-2,WASH,0,Opponent1
11-2,STAN,0,Opponent1
11-3,STAN,0,Opponent1
11-4,WASH,0,Opponent1
11-5,WASH,0,Opponent1
11-6,WASH,0,Opponent1
12-6,WASH,0,Opponent1
12-7,STAN,0,Opponent1
12-8,WASH,0,Opponent1
13-8,WASH,0,Opponent1
14-8,STAN,0,Opponent1
14-9,STAN,0,Opponent1
15-9,WASH,0,Opponent1
16-9,STAN,0,Opponent1
17-9,STAN,0,Opponent1
18-9,STAN,0,Opponent1
18-10,STAN,0,Opponent1
18-11,WASH,0,Opponent1
19-11,WASH,0,Opponent1
20-11,STAN,0,Opponent1
20-12,STAN,0,Opponent1
20-13,WASH,0,Opponent1
21-13,WASH,0,Opponent1
21-14,STAN,0,Opponent1
22-14,WASH,0,Opponent1
22-15,STAN,0,Opponent1
23-15,WASH,0,Opponent1
23-16,STAN,0,Opponent1
24-16,WASH,0,Opponent1
25-16,STAN,0,Opponent1
1-0,STAN,10,Opponent1
2-0,STAN,10,Opponent1
2-1,STAN,10,Opponent1
3-1,WASH,10,Opponent1
3-2,STAN,10,Opponent1
3-3,WASH,10,Opponent1
4-3,WASH,10,Opponent1
5-3,STAN,10,Opponent1
6-3,STAN,10,Opponent1
7-3,STAN,10,Opponent1
7-4,STAN,10,Opponent1
8-4,WASH,10,Opponent1
8-5,STAN,10,Opponent1
9-5,WASH,10,Opponent1
10-5,STAN,10,Opponent1
10-6,STAN,10,Opponent1
10-7,WASH,10,Opponent1
10-8,WASH,10,Opponent1
11-8,WASH,10,Opponent1
12-8,STAN,10,Opponent1
12-9,STAN,10,Opponent1
12-10,WASH,10,Opponent1
13-10,WASH,10,Opponent1
13-11,STAN,10,Opponent1
14-11,WASH,10,Opponent1
15-11,STAN,10,Opponent1
16-11,STAN,10,Opponent1
17-11,STAN,10,Opponent1
17-12,STAN,10,Opponent1
18-12,WASH,10,Opponent1
18-13,STAN,10,Opponent1
19-13,WASH,10,Opponent1
19-14,STAN,10,Opponent1
19-15,WASH,10,Opponent1
19-16,WASH,10,Opponent1
20-16,WASH,10,Opponent1
21-16,STAN,10,Opponent1
22-16,STAN,10,Opponent1
22-17,STAN,10,Opponent1
23-17,WASH,10,Opponent1
24-17,STAN,10,Opponent1
24-18,STAN,10,Opponent1
25-18,WASH,10,Opponent1
0-1,WASH,20,Opponent1
1-1,WASH,20,Opponent1
1-2,STAN,20,Opponent1
2-2,WASH,20,Opponent1
3-2,STAN,20,Opponent1
3-3,STAN,20,Opponent1
4-3,WASH,20,Opponent1
4-4,STAN,20,Opponent1
5-4,WASH,20,Opponent1
5-5,STAN,20,Opponent1
6-5,WASH,20,Opponent1
6-6,STAN,20,Opponent1
7-6,WASH,20,Opponent1
7-7,STAN,20,Opponent1
7-8,WASH,20,Opponent1
8-8,WASH,20,Opponent1
9-8,STAN,20,Opponent1
9-9,STAN,20,Opponent1
9-10,WASH,20,Opponent1
10-10,WASH,20,Opponent1
11-10,STAN,20,Opponent1
12-10,STAN,20,Opponent1
12-11,STAN,20,Opponent1
12-12,WASH,20,Opponent1
13-12,WASH,20,Opponent1
14-12,STAN,20,Opponent1
15-12,STAN,20,Opponent1
16-12,STAN,20,Opponent1
17-12,STAN,20,Opponent1
17-13,STAN,20,Opponent1
17-14,WASH,20,Opponent1
18-14,WASH,20,Opponent1
18-15,STAN,20,Opponent1
19-15,WASH,20,Opponent1
19-16,STAN,20,Opponent1
20-16,WASH,20,Opponent1
20-17,STAN,20,Opponent1
21-17,WASH,20,Opponent1
22-17,STAN,20,Opponent1
23-17,STAN,20,Opponent1
23-18,STAN,20,Opponent1
23-19,WASH,20,Opponent1
24-19,WASH,20,Opponent1
25-19,STAN,20,Opponent1
0-1,ORE,0,Opponent2
0-2,WASH,0,Opponent2
1-2,WASH,0,Opponent2
1-3,ORE,0,Opponent2
2-3,WASH,0,Opponent2
2-4,ORE,0,Opponent2
2-5,WASH,0,Opponent2
2-6,WASH,0,Opponent2
3-6,WASH,0,Opponent2
3-7,ORE,0,Opponent2
3-8,WASH,0,Opponent2
3-9,WASH,0,Opponent2
3-10,WASH,0,Opponent2
4-10,WASH,0,Opponent2
4-11,ORE,0,Opponent2
5-11,WASH,0,Opponent2
5-12,ORE,0,Opponent2
5-13,WASH,0,Opponent2
6-13,WASH,0,Opponent2
7-13,ORE,0,Opponent2
8-13,ORE,0,Opponent2
8-14,ORE,0,Opponent2
9-14,WASH,0,Opponent2
9-15,ORE,0,Opponent2
10-15,WASH,0,Opponent2
10-16,ORE,0,Opponent2
10-17,WASH,0,Opponent2
10-18,WASH,0,Opponent2
11-18,WASH,0,Opponent2
11-19,ORE,0,Opponent2
11-20,WASH,0,Opponent2
12-20,WASH,0,Opponent2
12-21,ORE,0,Opponent2
12-22,WASH,0,Opponent2
13-22,WASH,0,Opponent2
14-22,ORE,0,Opponent2
14-23,ORE,0,Opponent2
15-23,WASH,0,Opponent2
15-24,ORE,0,Opponent2
16-24,WASH,0,Opponent2
16-25,ORE,0,Opponent2
0-1,WASH,1,Opponent2
1-1,WASH,1,Opponent2
1-2,ORE,1,Opponent2
1-3,WASH,1,Opponent2
2-3,WASH,1,Opponent2
2-4,ORE,1,Opponent2
3-4,WASH,1,Opponent2
3-5,ORE,1,Opponent2
4-5,WASH,1,Opponent2
4-6,ORE,1,Opponent2
4-7,WASH,1,Opponent2
5-7,WASH,1,Opponent2
6-7,ORE,1,Opponent2
7-7,ORE,1,Opponent2
8-7,ORE,1,Opponent2
8-8,ORE,1,Opponent2
9-8,WASH,1,Opponent2
10-8,ORE,1,Opponent2
10-9,ORE,1,Opponent2
11-9,WASH,1,Opponent2
12-9,ORE,1,Opponent2
12-10,ORE,1,Opponent2
12-11,WASH,1,Opponent2
13-11,WASH,1,Opponent2
13-12,ORE,1,Opponent2
13-13,WASH,1,Opponent2
14-13,WASH,1,Opponent2
15-13,ORE,1,Opponent2
15-14,ORE,1,Opponent2
15-15,WASH,1,Opponent2
15-16,WASH,1,Opponent2
16-16,WASH,1,Opponent2
16-17,ORE,1,Opponent2
16-18,WASH,1,Opponent2
17-18,WASH,1,Opponent2
17-19,ORE,1,Opponent2
17-20,WASH,1,Opponent2
17-21,WASH,1,Opponent2
18-21,WASH,1,Opponent2
19-21,ORE,1,Opponent2
20-21,ORE,1,Opponent2
21-21,ORE,1,Opponent2
22-21,ORE,1,Opponent2
23-21,ORE,1,Opponent2
23-22,ORE,1,Opponent2
23-23,WASH,1,Opponent2
24-23,WASH,1,Opponent2
25-23,ORE,1,Opponent2
0-1,ORE,11,Opponent2
0-2,WASH,11,Opponent2
1-2,WASH,11,Opponent2
2-2,ORE,11,Opponent2
2-3,ORE,11,Opponent2
3-3,WASH,11,Opponent2
3-4,ORE,11,Opponent2
4-4,WASH,11,Opponent2
4-5,ORE,11,Opponent2
4-6,WASH,11,Opponent2
5-6,WASH,11,Opponent2
5-7,ORE,11,Opponent2
5-8,WASH,11,Opponent2
5-9,WASH,11,Opponent2
5-10,WASH,11,Opponent2
5-11,WASH,11,Opponent2
6-11,WASH,11,Opponent2
6-12,ORE,11,Opponent2
7-12,WASH,11,Opponent2
7-13,ORE,11,Opponent2
7-14,WASH,11,Opponent2
8-14,WASH,11,Opponent2
8-15,ORE,11,Opponent2
8-16,WASH,11,Opponent2
8-17,WASH,11,Opponent2
8-18,WASH,11,Opponent2
9-18,WASH,11,Opponent2
9-19,ORE,11,Opponent2
10-19,WASH,11,Opponent2
10-20,ORE,11,Opponent2
10-21,WASH,11,Opponent2
10-22,WASH,11,Opponent2
11-22,WASH,11,Opponent2
11-23,ORE,11,Opponent2
12-23,WASH,11,Opponent2
12-24,ORE,11,Opponent2
12-25,WASH,11,Opponent2
1-0,WASH,12,Opponent2
1-1,ORE,12,Opponent2
2-1,WASH,12,Opponent2
3-1,ORE,12,Opponent2
3-2,ORE,12,Opponent2
4-2,WASH,12,Opponent2
5-2,ORE,12,Opponent2
5-3,ORE,12,Opponent2
6-3,WASH,12,Opponent2
6-4,ORE,12,Opponent2
7-4,WASH,12,Opponent2
7-5,ORE,12,Opponent2
8-5,WASH,12,Opponent2
9-5,ORE,12,Opponent2
9-6,ORE,12,Opponent2
10-6,WASH,12,Opponent2
10-7,ORE,12,Opponent2
11-7,WASH,12,Opponent2
11-8,ORE,12,Opponent2
12-8,WASH,12,Opponent2
12-9,ORE,12,Opponent2
13-9,WASH,12,Opponent2
13-10,ORE,12,Opponent2
14-10,WASH,12,Opponent2
15-10,ORE,12,Opponent2
15-11,ORE,12,Opponent2
16-11,WASH,12,Opponent2
17-11,ORE,12,Opponent2
18-11,ORE,12,Opponent2
18-12,ORE,12,Opponent2
18-13,WASH,12,Opponent2
19-13,WASH,12,Opponent2
20-13,ORE,12,Opponent2
20-14,ORE,12,Opponent2
20-15,WASH,12,Opponent2
21-15,WASH,12,Opponent2
22-15,ORE,12,Opponent2
22-16,ORE,12,Opponent2
23-16,WASH,12,Opponent2
23-17,ORE,12,Opponent2
23-18,WASH,12,Opponent2
23-19,WASH,12,Opponent2
24-19,WASH,12,Opponent2
24-20,ORE,12,Opponent2
25-20,WASH,12,Opponent2
1-0,WASH,22,Opponent2
1-1,ORE,22,Opponent2
1-2,WASH,22,Opponent2
2-2,WASH,22,Opponent2
3-2,ORE,22,Opponent2
4-2,ORE,22,Opponent2
4-3,ORE,22,Opponent2
5-3,WASH,22,Opponent2
5-4,ORE,22,Opponent2
6-4,WASH,22,Opponent2
7-4,ORE,22,Opponent2
8-4,ORE,22,Opponent2
8-5,ORE,22,Opponent2
9-5,WASH,22,Opponent2
9-6,ORE,22,Opponent2
9-7,WASH,22,Opponent2
9-8,WASH,22,Opponent2
9-9,WASH,22,Opponent2
9-10,WASH,22,Opponent2
10-10,WASH,22,Opponent2
11-10,ORE,22,Opponent2
11-11,ORE,22,Opponent2
12-11,WASH,22,Opponent2
12-12,ORE,22,Opponent2
13-12,WASH,22,Opponent2
14-12,ORE,22,Opponent2
14-13,ORE,22,Opponent2
15-13,WASH,22,Opponent2
0-1,WSU,0,Opponent2
1-1,WSU,0,Opponent2
2-1,WASH,0,Opponent2
2-2,WASH,0,Opponent2
2-3,WSU,0,Opponent2
2-4,WSU,0,Opponent2
3-4,WSU,0,Opponent2
3-5,WASH,0,Opponent2
3-6,WSU,0,Opponent2
4-6,WSU,0,Opponent2
4-7,WASH,0,Opponent2
5-7,WSU,0,Opponent2
5-8,WASH,0,Opponent2
5-9,WSU,0,Opponent2
5-10,WSU,0,Opponent2
5-11,WSU,0,Opponent2
5-12,WSU,0,Opponent2
6-12,WSU,0,Opponent2
7-12,WASH,0,Opponent2
8-12,WASH,0,Opponent2
8-13,WASH,0,Opponent2
8-14,WSU,0,Opponent2
9-14,WSU,0,Opponent2
9-15,WASH,0,Opponent2
9-16,WSU,0,Opponent2
10-16,WSU,0,Opponent2
10-17,WASH,0,Opponent2
10-18,WSU,0,Opponent2
10-19,WSU,0,Opponent2
11-19,WSU,0,Opponent2
11-20,WASH,0,Opponent2
11-21,WSU,0,Opponent2
11-22,WSU,0,Opponent2
12-22,WSU,0,Opponent2
12-23,WASH,0,Opponent2
13-23,WSU,0,Opponent2
13-24,WASH,0,Opponent2
14-24,WSU,0,Opponent2
14-25,WASH,0,Opponent2
1-0,WASH,1,Opponent2
2-0,WASH,1,Opponent2
2-1,WASH,1,Opponent2
3-1,WSU,1,Opponent2
3-2,WASH,1,Opponent2
3-3,WSU,1,Opponent2
4-3,WSU,1,Opponent2
5-3,WASH,1,Opponent2
6-3,WASH,1,Opponent2
6-4,WASH,1,Opponent2
6-5,WSU,1,Opponent2
7-5,WSU,1,Opponent2
8-5,WASH,1,Opponent2
8-6,WASH,1,Opponent2
9-6,WSU,1,Opponent2
10-6,WASH,1,Opponent2
10-7,WASH,1,Opponent2
11-7,WSU,1,Opponent2
12-7,WASH,1,Opponent2
12-8,WASH,1,Opponent2
12-9,WSU,1,Opponent2
13-9,WSU,1,Opponent2
14-9,WASH,1,Opponent2
14-10,WASH,1,Opponent2
15-10,WSU,1,Opponent2
15-11,WASH,1,Opponent2
16-11,WSU,1,Opponent2
17-11,WASH,1,Opponent2
18-11,WASH,1,Opponent2
19-11,WASH,1,Opponent2
20-11,WASH,1,Opponent2
21-11,WASH,1,Opponent2
21-12,WASH,1,Opponent2
21-13,WSU,1,Opponent2
22-13,WSU,1,Opponent2
23-13,WASH,1,Opponent2
24-13,WASH,1,Opponent2
24-14,WASH,1,Opponent2
24-15,WSU,1,Opponent2
24-16,WSU,1,Opponent2
25-16,WSU,1,Opponent2
0-1,WSU,11,Opponent2
1-1,WSU,11,Opponent2
2-1,WASH,11,Opponent2
2-2,WASH,11,Opponent2
2-3,WSU,11,Opponent2
2-4,WSU,11,Opponent2
2-5,WSU,11,Opponent2
2-6,WSU,11,Opponent2
3-6,WSU,11,Opponent2
3-7,WASH,11,Opponent2
3-8,WSU,11,Opponent2
3-9,WSU,11,Opponent2
4-9,WSU,11,Opponent2
4-10,WASH,11,Opponent2
4-11,WSU,11,Opponent2
4-12,WSU,11,Opponent2
4-13,WSU,11,Opponent2
5-13,WSU,11,Opponent2
6-13,WASH,11,Opponent2
7-13,WASH,11,Opponent2
7-14,WASH,11,Opponent2
8-14,WSU,11,Opponent2
9-14,WASH,11,Opponent2
9-15,WASH,11,Opponent2
9-16,WSU,11,Opponent2
10-16,WSU,11,Opponent2
11-16,WASH,11,Opponent2
12-16,WASH,11,Opponent2
12-17,WASH,11,Opponent2
12-18,WSU,11,Opponent2
13-18,WSU,11,Opponent2
13-19,WASH,11,Opponent2
14-19,WSU,11,Opponent2
15-19,WASH,11,Opponent2
16-19,WASH,11,Opponent2
16-20,WASH,11,Opponent2
17-20,WSU,11,Opponent2
17-21,WASH,11,Opponent2
17-22,WSU,11,Opponent2
17-23,WSU,11,Opponent2
18-23,WSU,11,Opponent2
19-23,WASH,11,Opponent2
19-24,WASH,11,Opponent2
20-24,WSU,11,Opponent2
21-24,WASH,11,Opponent2
21-25,WASH,11,Opponent2
0-1,WASH,12,Opponent2
0-2,WSU,12,Opponent2
0-3,WSU,12,Opponent2
1-3,WSU,12,Opponent2
2-3,WASH,12,Opponent2
3-3,WASH,12,Opponent2
3-4,WASH,12,Opponent2
4-4,WSU,12,Opponent2
4-5,WASH,12,Opponent2
4-6,WSU,12,Opponent2
5-6,WSU,12,Opponent2
6-6,WASH,12,Opponent2
7-6,WASH,12,Opponent2
8-6,WASH,12,Opponent2
8-7,WASH,12,Opponent2
8-8,WSU,12,Opponent2
9-8,WSU,12,Opponent2
9-9,WASH,12,Opponent2
10-9,WSU,12,Opponent2
11-9,WASH,12,Opponent2
11-10,WASH,12,Opponent2
11-11,WSU,12,Opponent2
12-11,WSU,12,Opponent2
13-11,WASH,12,Opponent2
13-12,WASH,12,Opponent2
14-12,WSU,12,Opponent2
14-13,WASH,12,Opponent2
15-13,WSU,12,Opponent2
15-14,WASH,12,Opponent2
16-14,WSU,12,Opponent2
16-15,WASH,12,Opponent2
17-15,WSU,12,Opponent2
18-15,WASH,12,Opponent2
18-16,WASH,12,Opponent2
19-16,WSU,12,Opponent2
20-16,WASH,12,Opponent2
20-17,WASH,12,Opponent2
21-17,WSU,12,Opponent2
21-18,WASH,12,Opponent2
22-18,WSU,12,Opponent2
23-18,WASH,12,Opponent2
24-18,WASH,12,Opponent2
25-18,WASH,12,Opponent2
1-0,WSU,13,Opponent2
1-1,WASH,13,Opponent2
1-2,WSU,13,Opponent2
2-2,WSU,13,Opponent2
2-3,WASH,13,Opponent2
3-3,WSU,13,Opponent2
3-4,WASH,13,Opponent2
4-4,WSU,13,Opponent2
4-5,WASH,13,Opponent2
4-6,WSU,13,Opponent2
5-6,WSU,13,Opponent2
5-7,WASH,13,Opponent2
5-8,WSU,13,Opponent2
5-9,WSU,13,Opponent2
5-10,WSU,13,Opponent2
6-10,WSU,13,Opponent2
6-11,WASH,13,Opponent2
6-12,WSU,13,Opponent2
7-12,WSU,13,Opponent2
8-12,WASH,13,Opponent2
8-13,WASH,13,Opponent2
9-13,WSU,13,Opponent2
9-14,WASH,13,Opponent2
10-14,WSU,13,Opponent2
10-15,WASH,13,Opponent2
0-1,SMC,0,Opponent2
1-1,WASH,0,Opponent2
1-2,SMC,0,Opponent2
2-2,WASH,0,Opponent2
2-3,SMC,0,Opponent2
2-4,WASH,0,Opponent2
3-4,WASH,0,Opponent2
3-5,SMC,0,Opponent2
4-5,WASH,0,Opponent2
4-6,SMC,0,Opponent2
4-7,WASH,0,Opponent2
5-7,WASH,0,Opponent2
6-7,SMC,0,Opponent2
7-7,SMC,0,Opponent2
7-8,SMC,0,Opponent2
8-8,WASH,0,Opponent2
8-9,SMC,0,Opponent2
8-10,WASH,0,Opponent2
8-11,WASH,0,Opponent2
8-12,WASH,0,Opponent2
9-12,WASH,0,Opponent2
9-13,SMC,0,Opponent2
9-14,WASH,0,Opponent2
10-14,WASH,0,Opponent2
10-15,SMC,0,Opponent2
10-16,WASH,0,Opponent2
11-16,WASH,0,Opponent2
12-16,SMC,0,Opponent2
12-17,SMC,0,Opponent2
13-17,WASH,0,Opponent2
13-18,SMC,0,Opponent2
13-19,WASH,0,Opponent2
14-19,WASH,0,Opponent2
15-19,SMC,0,Opponent2
16-19,SMC,0,Opponent2
17-19,SMC,0,Opponent2
17-20,SMC,0,Opponent2
18-20,WASH,0,Opponent2
19-20,SMC,0,Opponent2
20-20,SMC,0,Opponent2
20-21,SMC,0,Opponent2
20-22,WASH,0,Opponent2
20-23,WASH,0,Opponent2
21-23,WASH,0,Opponent2
22-23,SMC,0,Opponent2
22-24,SMC,0,Opponent2
22-25,WASH,0,Opponent2
0-1,WASH,1,Opponent2
0-2,WASH,1,Opponent2
1-2,WASH,1,Opponent2
1-3,SMC,1,Opponent2
1-4,WASH,1,Opponent2
1-5,WASH,1,Opponent2
2-5,WASH,1,Opponent2
2-6,SMC,1,Opponent2
3-6,WASH,1,Opponent2
3-7,SMC,1,Opponent2
3-8,WASH,1,Opponent2
4-8,WASH,1,Opponent2
4-9,SMC,1,Opponent2
5-9,WASH,1,Opponent2
5-10,SMC,1,Opponent2
6-10,WASH,1,Opponent2
7-10,SMC,1,Opponent2
7-11,SMC,1,Opponent2
7-12,WASH,1,Opponent2
8-12,WASH,1,Opponent2
9-12,SMC,1,Opponent2
9-13,SMC,1,Opponent2
9-14,WASH,1,Opponent2
10-14,WASH,1,Opponent2
10-15,SMC,1,Opponent2
11-15,WASH,1,Opponent2
11-16,SMC,1,Opponent2
12-16,WASH,1,Opponent2
12-17,SMC,1,Opponent2
12-18,WASH,1,Opponent2
12-19,WASH,1,Opponent2
12-20,WASH,1,Opponent2
13-20,WASH,1,Opponent2
13-21,SMC,1,Opponent2
13-22,WASH,1,Opponent2
13-23,WASH,1,Opponent2
14-23,WASH,1,Opponent2
14-24,SMC,1,Opponent2
15-24,WASH,1,Opponent2
16-24,SMC,1,Opponent2
17-24,SMC,1,Opponent2
17-25,SMC,1,Opponent2
0-1,SMC,2,Opponent2
0-2,WASH,2,Opponent2
0-3,WASH,2,Opponent2
1-3,WASH,2,Opponent2
2-3,SMC,2,Opponent2
3-3,SMC,2,Opponent2
3-4,SMC,2,Opponent2
3-5,WASH,2,Opponent2
3-6,WASH,2,Opponent2
3-7,WASH,2,Opponent2
4-7,WASH,2,Opponent2
4-8,SMC,2,Opponent2
5-8,WASH,2,Opponent2
6-8,SMC,2,Opponent2
7-8,SMC,2,Opponent2
8-8,SMC,2,Opponent2
8-9,SMC,2,Opponent2
9-9,WASH,2,Opponent2
10-9,SMC,2,Opponent2
11-9,SMC,2,Opponent2
11-10,SMC,2,Opponent2
11-11,WASH,2,Opponent2
11-12,WASH,2,Opponent2
12-12,WASH,2,Opponent2
13-12,SMC,2,Opponent2
14-12,SMC,2,Opponent2
14-13,SMC,2,Opponent2
15-13,WASH,2,Opponent2
15-14,SMC,2,Opponent2
15-15,WASH,2,Opponent2
15-16,WASH,2,Opponent2
15-17,WASH,2,Opponent2
16-17,WASH,2,Opponent2
16-18,SMC,2,Opponent2
17-18,WASH,2,Opponent2
17-19,SMC,2,Opponent2
18-19,WASH,2,Opponent2
18-20,SMC,2,Opponent2
19-20,WASH,2,Opponent2
19-21,SMC,2,Opponent2
19-22,WASH,2,Opponent2
20-22,WASH,2,Opponent2
21-22,SMC,2,Opponent2
21-23,SMC,2,Opponent2
22-23,WASH,2,Opponent2
23-23,SMC,2,Opponent2
23-24,SMC,2,Opponent2
24-24,WASH,2,Opponent2
25-24,SMC,2,Opponent2
26-24,SMC,2,Opponent2
1-0,WASH,12,Opponent2
2-0,SMC,12,Opponent2
3-0,SMC,12,Opponent2
4-0,SMC,12,Opponent2
5-0,SMC,12,Opponent2
5-1,SMC,12,Opponent2
5-2,WASH,12,Opponent2
6-2,WASH,12,Opponent2
6-3,SMC,12,Opponent2
7-3,WASH,12,Opponent2
8-3,SMC,12,Opponent2
8-4,SMC,12,Opponent2
8-5,WASH,12,Opponent2
9-5,WASH,12,Opponent2
9-6,SMC,12,Opponent2
9-7,WASH,12,Opponent2
9-8,WASH,12,Opponent2
9-9,WASH,12,Opponent2
9-10,WASH,12,Opponent2
