Score,Serve Team,Set Score,Game Score
20-14,UW,0,Opponent1
21-14,Cal,0,Opponent1
22-14,UW,0,Opponent1
23-14,UW,0,Opponent1
23-15,UW,0,Opponent1
23-16,Cal,0,Opponent1
24-16,Cal,0,Opponent1
25-16,UW,0,Opponent1
1-0,Cal,10,Opponent1
1-1,UW,10,Opponent1
1-2,Cal,10,Opponent1
1-3,Cal,10,Opponent1
2-3,Cal,10,Opponent1
3-3,UW,10,Opponent1
4-3,UW,10,Opponent1
4-4,UW,10,Opponent1
5-4,Cal,10,Opponent1
5-5,UW,10,Opponent1
5-6,Cal,10,Opponent1
6-6,Cal,10,Opponent1
6-7,UW,10,Opponent1
7-7,Cal,10,Opponent1
8-7,UW,10,Opponent1
9-7,UW,10,Opponent1
9-8,UW,10,Opponent1
10-8,Cal,10,Opponent1
11-8,UW,10,Opponent1
11-9,UW,10,Opponent1
12-9,Cal,10,Opponent1
13-9,UW,10,Opponent1
14-9,UW,10,Opponent1
14-10,UW,10,Opponent1
14-11,Cal,10,Opponent1
15-11,Cal,10,Opponent1
16-11,UW,10,Opponent1
17-11,UW,10,Opponent1
17-12,UW,10,Opponent1
17-13,Cal,10,Opponent1
18-13,Cal,10,Opponent1
18-14,UW,10,Opponent1
18-15,Cal,10,Opponent1
19-15,Cal,10,Opponent1
19-16,UW,10,Opponent1
20-16,Cal,10,Opponent1
20-17,UW,10,Opponent1
21-17,Cal,10,Opponent1
22-17,UW,10,Opponent1
23-17,UW,10,Opponent1
23-18,UW,10,Opponent1
23-19,Cal,10,Opponent1
24-19,Cal,10,Opponent1
25-19,UW,10,Opponent1
1-0,UW,20,Opponent1
2-0,UW,20,Opponent1
3-0,UW,20,Opponent1
4-0,UW,20,Opponent1
4-1,UW,20,Opponent1
5-1,Cal,20,Opponent1
5-2,UW,20,Opponent1
5-3,Cal,20,Opponent1
6-3,Cal,20,Opponent1
6-4,UW,20,Opponent1
6-5,Cal,20,Opponent1
6-6,Cal,20,Opponent1
7-6,Cal,20,Opponent1
8-6,UW,20,Opponent1
9-6,UW,20,Opponent1
9-7,UW,20,Opponent1
10-7,Cal,20,Opponent1
11-7,UW,20,Opponent1
12-7,UW,20,Opponent1
13-7,UW,20,Opponent1
13-8,UW,20,Opponent1
14-8,Cal,20,Opponent1
14-9,UW,20,Opponent1
15-9,Cal,20,Opponent1
15-10,UW,20,Opponent1
16-10,Cal,20,Opponent1
16-11,UW,20,Opponent1
17-11,Cal,20,Opponent1
18-11,UW,20,Opponent1
18-12,UW,20,Opponent1
18-13,Cal,20,Opponent1
19-13,Cal,20,Opponent1
20-13,UW,20,Opponent1
20-14,UW,20,Opponent1
21-14,Cal,20,Opponent1
21-15,UW,20,Opponent1
21-16,Cal,20,Opponent1
22-16,Cal,20,Opponent1
23-16,UW,20,Opponent1
24-16,UW,20,Opponent1
25-16,UW,20,Opponent1
0-1,UW,0,Opponent2
0-2,UW,0,Opponent2
1-2,UW,0,Opponent2
2-2,UD,0,Opponent2
2-3,UD,0,Opponent2
3-3,UW,0,Opponent2
4-3,UD,0,Opponent2
4-4,UD,0,Opponent2
4-5,UW,0,Opponent2
4-6,UW,0,Opponent2
5-6,UW,0,Opponent2
5-7,UD,0,Opponent2
6-7,UW,0,Opponent2
7-7,UD,0,Opponent2
7-8,UD,0,Opponent2
8-8,UW,0,Opponent2
8-9,UD,0,Opponent2
9-9,UW,0,Opponent2
9-10,UD,0,Opponent2
9-11,UW,0,Opponent2
9-12,UW,0,Opponent2
9-13,UW,0,Opponent2
10-13,UW,0,Opponent2
11-13,UD,0,Opponent2
12-13,UD,0,Opponent2
12-14,UD,0,Opponent2
12-15,UW,0,Opponent2
13-15,UW,0,Opponent2
13-16,UD,0,Opponent2
14-16,UW,0,Opponent2
14-17,UD,0,Opponent2
15-17,UW,0,Opponent2
16-17,UD,0,Opponent2
16-18,UD,0,Opponent2
16-19,UW,0,Opponent2
16-20,UW,0,Opponent2
16-21,UW,0,Opponent2
16-22,UW,0,Opponent2
17-22,UW,0,Opponent2
17-23,UD,0,Opponent2
17-24,UW,0,Opponent2
18-24,UW,0,Opponent2
18-25,UD,0,Opponent2
1-0,UD,1,Opponent2
1-1,UD,1,Opponent2
1-2,UW,1,Opponent2
2-2,UW,1,Opponent2
2-3,UD,1,Opponent2
3-3,UW,1,Opponent2
3-4,UD,1,Opponent2
3-5,UW,1,Opponent2
4-5,UW,1,Opponent2
4-6,UD,1,Opponent2
4-7,UW,1,Opponent2
5-7,UW,1,Opponent2
5-8,UD,1,Opponent2
6-8,UW,1,Opponent2
7-8,UD,1,Opponent2
7-9,UD,1,Opponent2
7-10,UW,1,Opponent2
8-10,UW,1,Opponent2
9-10,UD,1,Opponent2
9-11,UD,1,Opponent2
10-11,UW,1,Opponent2
11-11,UD,1,Opponent2
11-12,UD,1,Opponent2
12-12,UW,1,Opponent2
13-12,UD,1,Opponent2
14-12,UD,1,Opponent2
14-13,UD,1,Opponent2
15-13,UW,1,Opponent2
16-13,UD,1,Opponent2
16-14,UD,1,Opponent2
16-15,UW,1,Opponent2
16-16,UW,1,Opponent2
17-16,UW,1,Opponent2
17-17,UD,1,Opponent2
17-18,UW,1,Opponent2
18-18,UW,1,Opponent2
18-19,UD,1,Opponent2
19-19,UW,1,Opponent2
19-20,UD,1,Opponent2
20-20,UW,1,Opponent2
20-21,UD,1,Opponent2
21-21,UW,1,Opponent2
22-21,UD,1,Opponent2
22-22,UD,1,Opponent2
22-23,UW,1,Opponent2
23-23,UW,1,Opponent2
23-24,UD,1,Opponent2
23-25,UW,1,Opponent2
0-1,UW,2,Opponent2
1-1,UW,2,Opponent2
2-1,UD,2,Opponent2
2-2,UD,2,Opponent2
3-2,UW,2,Opponent2
3-3,UD,2,Opponent2
4-3,UW,2,Opponent2
5-3,UD,2,Opponent2
5-4,UD,2,Opponent2
6-4,UW,2,Opponent2
7-4,UD,2,Opponent2
7-5,UD,2,Opponent2
8-5,UW,2,Opponent2
8-6,UD,2,Opponent2
9-6,UW,2,Opponent2
9-7,UD,2,Opponent2
10-7,UW,2,Opponent2
10-8,UD,2,Opponent2
10-9,UW,2,Opponent2
10-10,UW,2,Opponent2
10-11,UW,2,Opponent2
11-11,UW,2,Opponent2
11-12,UD,2,Opponent2
12-12,UW,2,Opponent2
13-12,UD,2,Opponent2
13-13,UD,2,Opponent2
13-14,UW,2,Opponent2
13-15,UW,2,Opponent2
13-16,UW,2,Opponent2
14-16,UW,2,Opponent2
14-17,UD,2,Opponent2
14-18,UW,2,Opponent2
15-18,UW,2,Opponent2
16-18,UD,2,Opponent2
17-18,UD,2,Opponent2
18-18,UD,2,Opponent2
18-19,UD,2,Opponent2
19-19,UW,2,Opponent2
19-20,UD,2,Opponent2
20-20,UW,2,Opponent2
21-20,UD,2,Opponent2
21-21,UD,2,Opponent2
22-21,UW,2,Opponent2
22-22,UD,2,Opponent2
23-22,UW,2,Opponent2
23-23,UD,2,Opponent2
23-24,UW,2,Opponent2
24-24,UW,2,Opponent2
25-24,UD,2,Opponent2
26-24,UD,2,Opponent2
1-0,UD,12,Opponent2
1-1,UD,12,Opponent2
2-1,UW,12,Opponent2
2-2,UD,12,Opponent2
3-2,UW,12,Opponent2
4-2,UD,12,Opponent2
4-3,UD,12,Opponent2
5-3,UW,12,Opponent2
5-4,UD,12,Opponent2
6-4,UW,12,Opponent2
6-5,UD,12,Opponent2
6-6,UW,12,Opponent2
7-6,UW,12,Opponent2
7-7,UD,12,Opponent2
7-8,UW,12,Opponent2
8-8,UW,12,Opponent2
9-8,UD,12,Opponent2
10-8,UD,12,Opponent2
10-9,UD,12,Opponent2
10-10,UW,12,Opponent2
11-10,UW,12,Opponent2
11-11,UD,12,Opponent2
11-12,UW,12,Opponent2
11-13,UW,12,Opponent2
12-13,UW,12,Opponent2
12-14,UD,12,Opponent2
13-14,UW,12,Opponent2
13-15,UD,12,Opponent2
14-15,UW,12,Opponent2
15-15,UD,12,Opponent2
15-16,UD,12,Opponent2
16-16,UW,12,Opponent2
17-16,UD,12,Opponent2
18-16,UD,12,Opponent2
19-16,UD,12,Opponent2
20-16,UD,12,Opponent2
21-16,UD,12,Opponent2
21-17,UD,12,Opponent2
21-18,UW,12,Opponent2
21-19,UW,12,Opponent2
22-19,UW,12,Opponent2
22-20,UD,12,Opponent2
22-21,UW,12,Opponent2
23-21,UW,12,Opponent2
24-21,UD,12,Opponent2
25-21,UD,12,Opponent2
0-1,UW,22,Opponent2
1-1,UW,22,Opponent2
1-2,UD,22,Opponent2
1-3,UW,22,Opponent2
2-3,UW,22,Opponent2
3-3,UD,22,Opponent2
3-4,UD,22,Opponent2
3-5,UW,22,Opponent2
4-5,UW,22,Opponent2
4-6,UD,22,Opponent2
4-7,UW,22,Opponent2
4-8,UW,22,Opponent2
5-8,UW,22,Opponent2
5-9,UD,22,Opponent2
6-9,UW,22,Opponent2
7-9,UD,22,Opponent2
7-10,UD,22,Opponent2
8-10,UW,22,Opponent2
9-10,UD,22,Opponent2
10-10,UD,22,Opponent2
10-11,UD,22,Opponent2
11-11,UW,22,Opponent2
11-12,UD,22,Opponent2
11-13,UW,22,Opponent2
11-14,UW,22,Opponent2
11-15,UW,22,Opponent2
0-1,LOU,0,Opponent2
1-1,UW,0,Opponent2
2-1,LOU,0,Opponent2
3-1,LOU,0,Opponent2
3-2,LOU,0,Opponent2
4-2,UW,0,Opponent2
4-3,LOU,0,Opponent2
5-3,UW,0,Opponent2
5-4,LOU,0,Opponent2
5-5,UW,0,Opponent2
5-6,UW,0,Opponent2
5-7,UW,0,Opponent2
6-7,UW,0,Opponent2
6-8,LOU,0,Opponent2
7-8,UW,0,Opponent2
7-9,LOU,0,Opponent2
8-9,UW,0,Opponent2
8-10,LOU,0,Opponent2
9-10,UW,0,Opponent2
9-11,LOU,0,Opponent2
10-11,UW,0,Opponent2
10-12,LOU,0,Opponent2
10-13,UW,0,Opponent2
10-14,UW,0,Opponent2
11-14,UW,0,Opponent2
11-15,LOU,0,Opponent2
12-15,UW,0,Opponent2
13-15,LOU,0,Opponent2
14-15,LOU,0,Opponent2
14-16,LOU,0,Opponent2
15-16,UW,0,Opponent2
15-17,LOU,0,Opponent2
16-17,UW,0,Opponent2
16-18,LOU,0,Opponent2
17-18,UW,0,Opponent2
17-19,LOU,0,Opponent2
18-19,UW,0,Opponent2
19-19,LOU,0,Opponent2
19-20,LOU,0,Opponent2
20-20,UW,0,Opponent2
20-21,LOU,0,Opponent2
20-22,UW,0,Opponent2
21-22,UW,0,Opponent2
21-23,LOU,0,Opponent2
22-23,UW,0,Opponent2
22-24,LOU,0,Opponent2
23-24,UW,0,Opponent2
23-25,LOU,0,Opponent2
1-0,UW,1,Opponent2
1-1,LOU,1,Opponent2
1-2,UW,1,Opponent2
2-2,UW,1,Opponent2
3-2,LOU,1,Opponent2
3-3,LOU,1,Opponent2
4-3,UW,1,Opponent2
4-4,LOU,1,Opponent2
5-4,UW,1,Opponent2
5-5,LOU,1,Opponent2
6-5,UW,1,Opponent2
7-5,LOU,1,Opponent2
7-6,LOU,1,Opponent2
7-7,UW,1,Opponent2
7-8,UW,1,Opponent2
8-8,UW,1,Opponent2
9-8,LOU,1,Opponent2
10-8,LOU,1,Opponent2
11-8,LOU,1,Opponent2
12-8,LOU,1,Opponent2
13-8,LOU,1,Opponent2
13-9,LOU,1,Opponent2
13-10,UW,1,Opponent2
14-10,UW,1,Opponent2
15-10,LOU,1,Opponent2
15-11,LOU,1,Opponent2
15-12,UW,1,Opponent2
16-12,UW,1,Opponent2
17-12,LOU,1,Opponent2
17-13,LOU,1,Opponent2
18-13,UW,1,Opponent2
19-13,LOU,1,Opponent2
20-13,LOU,1,Opponent2
20-14,LOU,1,Opponent2
20-15,UW,1,Opponent2
21-15,UW,1,Opponent2
21-16,LOU,1,Opponent2
21-17,UW,1,Opponent2
21-18,UW,1,Opponent2
22-18,UW,1,Opponent2
23-18,LOU,1,Opponent2
23-19,LOU,1,Opponent2
23-20,UW,1,Opponent2
24-20,UW,1,Opponent2
24-21,LOU,1,Opponent2
25-21,UW,1,Opponent2
1-0,LOU,11,Opponent2
2-0,LOU,11,Opponent2
2-1,LOU,11,Opponent2
3-1,UW,11,Opponent2
3-2,LOU,11,Opponent2
4-2,UW,11,Opponent2
5-2,LOU,11,Opponent2
6-2,LOU,11,Opponent2
7-2,LOU,11,Opponent2
7-3,LOU,11,Opponent2
7-4,UW,11,Opponent2
7-5,UW,11,Opponent2
7-6,UW,11,Opponent2
8-6,UW,11,Opponent2
8-7,LOU,11,Opponent2
8-8,UW,11,Opponent2
9-8,UW,11,Opponent2
9-9,LOU,11,Opponent2
10-9,UW,11,Opponent2
10-10,LOU,11,Opponent2
10-11,UW,11,Opponent2
10-12,UW,11,Opponent2
11-12,UW,11,Opponent2
11-13,LOU,11,Opponent2
11-14,UW,11,Opponent2
12-14,UW,11,Opponent2
13-14,LOU,11,Opponent2
13-15,LOU,11,Opponent2
14-15,UW,11,Opponent2
15-15,LOU,11,Opponent2
15-16,LOU,11,Opponent2
16-16,UW,11,Opponent2
17-16,LOU,11,Opponent2
17-17,LOU,11,Opponent2
18-17,UW,11,Opponent2
19-17,LOU,11,Opponent2
20-17,LOU,11,Opponent2
20-18,LOU,11,Opponent2
21-18,UW,11,Opponent2
21-19,LOU,11,Opponent2
22-19,UW,11,Opponent2
23-19,LOU,11,Opponent2
24-19,LOU,11,Opponent2
24-20,LOU,11,Opponent2
24-21,UW,11,Opponent2
25-21,UW,11,Opponent2
0-1,UW,21,Opponent2
1-1,UW,21,Opponent2
1-2,LOU,21,Opponent2
2-2,UW,21,Opponent2
2-3,LOU,21,Opponent2
2-4,UW,21,Opponent2
2-5,UW,21,Opponent2
3-5,UW,21,Opponent2
3-6,LOU,21,Opponent2
3-7,UW,21,Opponent2
3-8,UW,21,Opponent2
3-9,UW,21,Opponent2
3-10,UW,21,Opponent2
4-10,UW,21,Opponent2
4-11,LOU,21,Opponent2
5-11,UW,21,Opponent2
5-12,LOU,21,Opponent2
5-13,UW,21,Opponent2
6-13,UW,21,Opponent2
6-14,LOU,21,Opponent2
6-15,UW,21,Opponent2
7-15,UW,21,Opponent2
8-15,LOU,21,Opponent2
9-15,LOU,21,Opponent2
9-16,LOU,21,Opponent2
10-16,UW,21,Opponent2
10-17,LOU,21,Opponent2
11-17,UW,21,Opponent2
11-18,LOU,21,Opponent2
11-19,UW,21,Opponent2
12-19,UW,21,Opponent2
12-20,LOU,21,Opponent2
12-21,UW,21,Opponent2
13-21,UW,21,Opponent2
13-22,LOU,21,Opponent2
13-23,UW,21,Opponent2
14-23,UW,21,Opponent2
14-24,LOU,21,Opponent2
14-25,UW,21,Opponent2
1-0,LOU,22,Opponent2
2-0,LOU,22,Opponent2
3-0,LOU,22,Opponent2
4-0,LOU,22,Opponent2
5-0,LOU,22,Opponent2
5-1,LOU,22,Opponent2
6-1,UW,22,Opponent2
7-1,LOU,22,Opponent2
7-2,LOU,22,Opponent2
7-3,UW,22,Opponent2
7-4,UW,22,Opponent2
8-4,UW,22,Opponent2
9-4,LOU,22,Opponent2
10-4,LOU,22,Opponent2
10-5,LOU,22,Opponent2
11-5,UW,22,Opponent2
11-6,LOU,22,Opponent2
11-7,UW,22,Opponent2
11-8,UW,22,Opponent2
11-9,UW,22,Opponent2
11-10,UW,22,Opponent2
11-11,UW,22,Opponent2
11-12,UW,22,Opponent2
12-12,UW,22,Opponent2
13-12,LOU,22,Opponent2
13-13,LOU,22,Opponent2
13-14,UW,22,Opponent2
13-15,UW,22,Opponent2
1-0,UW,0,Opponent2
2-0,Pitt,0,Opponent2
2-1,Pitt,0,Opponent2
3-1,UW,0,Opponent2
3-2,Pitt,0,Opponent2
3-3,UW,0,Opponent2
3-4,UW,0,Opponent2
4-4,UW,0,Opponent2
5-4,Pitt,0,Opponent2
6-4,Pitt,0,Opponent2
7-4,Pitt,0,Opponent2
7-5,Pitt,0,Opponent2
8-5,UW,0,Opponent2
9-5,Pitt,0,Opponent2
10-5,Pitt,0,Opponent2
10-6,Pitt,0,Opponent2
10-7,UW,0,Opponent2
11-7,UW,0,Opponent2
11-8,Pitt,0,Opponent2
12-8,UW,0,Opponent2
12-9,Pitt,0,Opponent2
13-9,UW,0,Opponent2
14-9,Pitt,0,Opponent2
14-10,Pitt,0,Opponent2
15-10,UW,0,Opponent2
16-10,Pitt,0,Opponent2
16-11,Pitt,0,Opponent2
17-11,UW,0,Opponent2
17-12,Pitt,0,Opponent2
18-12,UW,0,Opponent2
19-12,Pitt,0,Opponent2
20-12,Pitt,0,Opponent2
20-13,Pitt,0,Opponent2
20-14,UW,0,Opponent2
21-14,UW,0,Opponent2
21-15,Pitt,0,Opponent2
22-15,UW,0,Opponent2
22-16,Pitt,0,Opponent2
22-17,UW,0,Opponent2
22-18,UW,0,Opponent2
22-19,UW,0,Opponent2
23-19,UW,0,Opponent2
24-19,Pitt,0,Opponent2
24-20,Pitt,0,Opponent2
25-20,UW,0,Opponent2
1-0,Pitt,10,Opponent2
2-0,Pitt,10,Opponent2
2-1,Pitt,10,Opponent2
3-1,UW,10,Opponent2
3-2,Pitt,10,Opponent2
4-2,UW,10,Opponent2
4-3,Pitt,10,Opponent2
5-3,UW,10,Opponent2
5-4,Pitt,10,Opponent2
6-4,UW,10,Opponent2
7-4,Pitt,10,Opponent2
8-4,Pitt,10,Opponent2
8-5,Pitt,10,Opponent2
8-6,UW,10,Opponent2
8-7,UW,10,Opponent2
8-8,UW,10,Opponent2
9-8,UW,10,Opponent2
9-9,Pitt,10,Opponent2
9-10,UW,10,Opponent2
10-10,UW,10,Opponent2
11-10,Pitt,10,Opponent2
12-10,Pitt,10,Opponent2
13-10,Pitt,10,Opponent2
14-10,Pitt,10,Opponent2
15-10,Pitt,10,Opponent2
15-11,Pitt,10,Opponent2
16-11,UW,10,Opponent2
16-12,Pitt,10,Opponent2
17-12,UW,10,Opponent2
18-12,Pitt,10,Opponent2
19-12,Pitt,10,Opponent2
19-13,Pitt,10,Opponent2
19-14,UW,10,Opponent2
19-15,UW,10,Opponent2
19-16,UW,10,Opponent2
19-17,UW,10,Opponent2
20-17,UW,10,Opponent2
21-17,Pitt,10,Opponent2
21-18,Pitt,10,Opponent2
22-18,UW,10,Opponent2
22-19,Pitt,10,Opponent2
22-20,UW,10,Opponent2
23-20,UW,10,Opponent2
23-21,Pitt,10,Opponent2
24-21,UW,10,Opponent2
25-21,Pitt,10,Opponent2
1-0,UW,20,Opponent2
2-0,Pitt,20,Opponent2
2-1,Pitt,20,Opponent2
2-2,UW,20,Opponent2
3-2,UW,20,Opponent2
3-3,Pitt,20,Opponent2
3-4,UW,20,Opponent2
3-5,UW,20,Opponent2
3-6,UW,20,Opponent2
4-6,UW,20,Opponent2
5-6,Pitt,20,Opponent2
5-7,Pitt,20,Opponent2
5-8,UW,20,Opponent2
5-9,UW,20,Opponent2
6-9,UW,20,Opponent2
6-10,Pitt,20,Opponent2
7-10,UW,20,Opponent2
7-11,Pitt,20,Opponent2
7-12,UW,20,Opponent2
7-13,UW,20,Opponent2
8-13,UW,20,Opponent2
8-14,Pitt,20,Opponent2
9-14,UW,20,Opponent2
9-15,Pitt,20,Opponent2
9-16,UW,20,Opponent2
10-16,UW,20,Opponent2
10-17,Pitt,20,Opponent2
10-18,UW,20,Opponent2
11-18,UW,20,Opponent2
11-19,Pitt,20,Opponent2
11-20,UW,20,Opponent2
11-21,UW,20,Opponent2
12-21,UW,20,Opponent2
13-21,Pitt,20,Opponent2
13-22,Pitt,20,Opponent2
13-23,UW,20,Opponent2
14-23,UW,20,Opponent2
15-23,Pitt,20,Opponent2
15-24,Pitt,20,Opponent2
16-24,UW,20,Opponent2
16-25,Pitt,20,Opponent2
0-1,Pitt,21,Opponent2
1-1,UW,21,Opponent2
1-2,Pitt,21,Opponent2
2-2,UW,21,Opponent2
2-3,Pitt,21,Opponent2
2-4,UW,21,Opponent2
3-4,UW,21,Opponent2
4-4,Pitt,21,Opponent2
4-5,Pitt,21,Opponent2
5-5,UW,21,Opponent2
5-6,Pitt,21,Opponent2
6-6,UW,21,Opponent2
6-7,Pitt,21,Opponent2
6-8,UW,21,Opponent2
6-9,UW,21,Opponent2
6-10,UW,21,Opponent2
7-10,UW,21,Opponent2
8-10,Pitt,21,Opponent2
8-11,Pitt,21,Opponent2
9-11,UW,21,Opponent2
9-12,Pitt,21,Opponent2
9-13,UW,21,Opponent2
9-14,UW,21,Opponent2
10-14,UW,21,Opponent2
10-15,Pitt,21,Opponent2
11-15,UW,21,Opponent2
11-16,Pitt,21,Opponent2
11-17,UW,21,Opponent2
12-17,UW,21,Opponent2
12-18,Pitt,21,Opponent2
13-18,UW,21,Opponent2
14-18,Pitt,21,Opponent2
14-19,Pitt,21,Opponent2
15-19,UW,21,Opponent2
16-19,Pitt,21,Opponent2
16-20,Pitt,21,Opponent2
17-20,UW,21,Opponent2
18-20,Pitt,21,Opponent2
19-20,Pitt,21,Opponent2
20-20,Pitt,21,Opponent2
21-20,Pitt,21,Opponent2
21-21,Pitt,21,Opponent2
22-21,UW,21,Opponent2
22-22,Pitt,21,Opponent2
23-22,UW,21,Opponent2
23-23,Pitt,21,Opponent2
23-24,UW,21,Opponent2
24-24,UW,21,Opponent2
24-25,Pitt,21,Opponent2
24-26,UW,21,Opponent2
0-1,UW,22,Opponent2
1-1,UW,22,Opponent2
1-2,Pitt,22,Opponent2
1-3,UW,22,Opponent2
1-4,UW,22,Opponent2
1-5,UW,22,Opponent2
1-6,UW,22,Opponent2
2-6,UW,22,Opponent2
2-7,Pitt,22,Opponent2
3-7,UW,22,Opponent2
3-8,Pitt,22,Opponent2
4-8,UW,22,Opponent2
4-9,Pitt,22,Opponent2
4-10,UW,22,Opponent2
5-10,UW,22,Opponent2
6-10,Pitt,22,Opponent2
6-11,Pitt,22,Opponent2
6-12,UW,22,Opponent2
7-12,UW,22,Opponent2
7-13,Pitt,22,Opponent2
8-13,UW,22,Opponent2
8-14,Pitt,22,Opponent2
9-14,UW,22,Opponent2
9-15,Pitt,22,Opponent2
1-0,UW,0,Opponent2
1-1,UW,0,Opponent2
1-2,UK,0,Opponent2
2-2,UK,0,Opponent2
2-3,UW,0,Opponent2
3-3,UK,0,Opponent2
4-3,UW,0,Opponent2
4-4,UW,0,Opponent2
5-4,UK,0,Opponent2
5-5,UW,0,Opponent2
6-5,UK,0,Opponent2
6-6,UW,0,Opponent2
6-7,UK,0,Opponent2
6-8,UK,0,Opponent2
6-9,UK,0,Opponent2
7-9,UK,0,Opponent2
7-10,UW,0,Opponent2
7-11,UK,0,Opponent2
8-11,UK,0,Opponent2
8-12,UW,0,Opponent2
8-13,UK,0,Opponent2
9-13,UK,0,Opponent2
10-13,UW,0,Opponent2
11-13,UW,0,Opponent2
12-13,UW,0,Opponent2
13-13,UW,0,Opponent2
13-14,UW,0,Opponent2
13-15,UK,0,Opponent2
13-16,UK,0,Opponent2
13-17,UK,0,Opponent2
14-17,UK,0,Opponent2
14-18,UW,0,Opponent2
14-19,UK,0,Opponent2
15-19,UK,0,Opponent2
15-20,UW,0,Opponent2
16-20,UK,0,Opponent2
16-21,UW,0,Opponent2
16-22,UK,0,Opponent2
17-22,UK,0,Opponent2
17-23,UW,0,Opponent2
18-23,UK,0,Opponent2
18-24,UW,0,Opponent2
18-25,UK,0,Opponent2
0-1,UK,1,Opponent2
0-2,UK,1,Opponent2
1-2,UK,1,Opponent2
1-3,UW,1,Opponent2
2-3,UK,1,Opponent2
3-3,UW,1,Opponent2
3-4,UW,1,Opponent2
4-4,UK,1,Opponent2
4-5,UW,1,Opponent2
4-6,UK,1,Opponent2
5-6,UK,1,Opponent2
5-7,UW,1,Opponent2
5-8,UK,1,Opponent2
5-9,UK,1,Opponent2
6-9,UK,1,Opponent2
7-9,UW,1,Opponent2
8-9,UW,1,Opponent2
8-10,UW,1,Opponent2
8-11,UK,1,Opponent2
9-11,UK,1,Opponent2
9-12,UW,1,Opponent2
10-12,UK,1,Opponent2
11-12,UW,1,Opponent2
12-12,UW,1,Opponent2
13-12,UW,1,Opponent2
13-13,UW,1,Opponent2
14-13,UK,1,Opponent2
14-14,UW,1,Opponent2
14-15,UK,1,Opponent2
14-16,UK,1,Opponent2
15-16,UK,1,Opponent2
15-17,UW,1,Opponent2
15-18,UK,1,Opponent2
15-19,UK,1,Opponent2
15-20,UK,1,Opponent2
16-20,UK,1,Opponent2
17-20,UW,1,Opponent2
17-21,UW,1,Opponent2
18-21,UK,1,Opponent2
18-22,UW,1,Opponent2
19-22,UK,1,Opponent2
20-22,UW,1,Opponent2
21-22,UW,1,Opponent2
22-22,UW,1,Opponent2
23-22,UW,1,Opponent2
24-22,UW,1,Opponent2
24-23,UW,1,Opponent2
25-23,UK,1,Opponent2
0-1,UW,11,Opponent2
1-1,UK,11,Opponent2
1-2,UW,11,Opponent2
1-3,UK,11,Opponent2
2-3,UK,11,Opponent2
3-3,UW,11,Opponent2
4-3,UW,11,Opponent2
4-4,UW,11,Opponent2
5-4,UK,11,Opponent2
6-4,UW,11,Opponent2
6-5,UW,11,Opponent2
7-5,UK,11,Opponent2
7-6,UW,11,Opponent2
8-6,UK,11,Opponent2
9-6,UW,11,Opponent2
9-7,UW,11,Opponent2
10-7,UK,11,Opponent2
11-7,UW,11,Opponent2
12-7,UW,11,Opponent2
12-8,UW,11,Opponent2
12-9,UK,11,Opponent2
13-9,UK,11,Opponent2
13-10,UW,11,Opponent2
14-10,UK,11,Opponent2
14-11,UW,11,Opponent2
15-11,UK,11,Opponent2
16-11,UW,11,Opponent2
16-12,UW,11,Opponent2
17-12,UK,11,Opponent2
17-13,UW,11,Opponent2
17-14,UK,11,Opponent2
18-14,UK,11,Opponent2
19-14,UW,11,Opponent2
19-15,UW,11,Opponent2
20-15,UK,11,Opponent2
21-15,UW,11,Opponent2
21-16,UW,11,Opponent2
22-16,UK,11,Opponent2
22-17,UW,11,Opponent2
22-18,UK,11,Opponent2
22-19,UK,11,Opponent2
22-20,UK,11,Opponent2
22-21,UK,11,Opponent2
22-22,UK,11,Opponent2
23-22,UK,11,Opponent2
23-23,UW,11,Opponent2
23-24,UK,11,Opponent2
23-25,UK,11,Opponent2
1-0,UK,12,Opponent2
1-1,UW,12,Opponent2
2-1,UK,12,Opponent2
2-2,UW,12,Opponent2
3-2,UK,12,Opponent2
4-2,UW,12,Opponent2
5-2,UW,12,Opponent2
5-3,UW,12,Opponent2
5-4,UK,12,Opponent2
6-4,UK,12,Opponent2
6-5,UW,12,Opponent2
6-6,UK,12,Opponent2
6-7,UK,12,Opponent2
6-8,UK,12,Opponent2
7-8,UK,12,Opponent2
7-9,UW,12,Opponent2
8-9,UK,12,Opponent2
8-10,UW,12,Opponent2
9-10,UK,12,Opponent2
9-11,UW,12,Opponent2
9-12,UK,12,Opponent2
9-13,UK,12,Opponent2
10-13,UK,12,Opponent2
10-14,UW,12,Opponent2
10-15,UK,12,Opponent2
10-16,UK,12,Opponent2
10-17,UK,12,Opponent2
11-17,UK,12,Opponent2
12-17,UW,12,Opponent2
12-18,UW,12,Opponent2
13-18,UK,12,Opponent2
13-19,UW,12,Opponent2
14-19,UK,12,Opponent2
14-20,UW,12,Opponent2
15-20,UK,12,Opponent2
15-21,UW,12,Opponent2
15-22,UK,12,Opponent2
15-23,UK,12,Opponent2
16-23,UK,12,Opponent2
16-24,UW,12,Opponent2
17-24,UK,12,Opponent2
17-25,UW,12,Opponent2
1-0,SJU,0,Opponent1
1-1,UW,0,Opponent1
1-2,SJU,0,Opponent1
2-2,SJU,0,Opponent1
2-3,UW,0,Opponent1
2-4,SJU,0,Opponent1
2-5,SJU,0,Opponent1
3-5,SJU,0,Opponent1
3-6,UW,0,Opponent1
